,year,m,doy,ndsi,swe
10263,2014.0,2.0,56.0,1468.0,4.1
10264,2014.0,2.0,56.0,2370.0,0.0
10265,2014.0,2.0,56.0,3460.0,2.2
10266,2014.0,2.0,56.0,5534.0,14.8
10267,2014.0,2.0,56.0,5994.382093316519,8.3
10268,2014.0,2.0,56.0,2176.0,4.6
10269,2014.0,2.0,56.0,1995.0,4.6
10270,2014.0,2.0,56.0,6054.0,6.9
10271,2014.0,2.0,56.0,2176.0,4.6
10272,2014.0,2.0,56.0,1995.0,4.6
10273,2014.0,2.0,56.0,2288.0,9.3
10274,2014.0,2.0,56.0,4162.0,34.1
10275,2014.0,2.0,56.0,1680.7351828499372,17.6
10276,2014.0,2.0,56.0,1535.0,6.8
10277,2014.0,2.0,56.0,2908.0,13.8
10278,2014.0,2.0,56.0,5003.0,2.9
10279,2014.0,2.0,56.0,5003.0,2.9
10280,2014.0,2.0,56.0,3531.7525380710663,28.9
10281,2014.0,2.0,56.0,6535.0,12.5
10282,2014.0,2.0,56.0,494.0,13.8
10283,2014.0,2.0,56.0,4748.0,16.0
10284,2014.0,2.0,56.0,3656.0,15.5
10285,2014.0,2.0,56.0,2306.0,3.5
10286,2014.0,2.0,56.0,5471.0,12.4
10287,2014.0,2.0,56.0,2319.0,8.7
10288,2014.0,2.0,56.0,2833.817777757558,8.2
10289,2014.0,2.0,56.0,3847.0,10.9
10290,2014.0,2.0,56.0,7892.0,11.1
10291,2014.0,2.0,56.0,6535.0,12.5
10292,2014.0,2.0,56.0,4026.0,17.8
10293,2014.0,2.0,56.0,3847.0,10.9
10294,2014.0,2.0,56.0,1632.692641854456,10.3
10295,2014.0,2.0,56.0,3535.0,4.3
10296,2014.0,2.0,56.0,6684.627700127065,10.1
10297,2014.0,2.0,56.0,5471.0,12.4
10298,2014.0,2.0,56.0,4748.0,16.0
10299,2014.0,2.0,56.0,-955.0,0.0
10300,2014.0,2.0,56.0,5324.0,15.4
10301,2014.0,2.0,56.0,4732.0,56.4
10302,2014.0,2.0,56.0,4162.0,34.1
10303,2014.0,2.0,56.0,1468.0,4.1
10304,2014.0,2.0,56.0,2345.0,0.0
10305,2014.0,2.0,56.0,7316.0,5.3
10306,2014.0,2.0,56.0,2288.0,9.3
10307,2014.0,2.0,56.0,5994.382093316519,8.3
10308,2014.0,2.0,56.0,2769.0,17.8
10309,2014.0,2.0,56.0,4066.0,6.3
10310,2014.0,2.0,56.0,3711.932996207333,18.1
10311,2014.0,2.0,56.0,2832.0,7.0
10312,2014.0,2.0,56.0,7332.0,12.0
10313,2014.0,2.0,56.0,3460.0,2.2
10314,2014.0,2.0,56.0,7322.964001419199,32.2
10315,2014.0,2.0,56.0,7332.0,12.0
10316,2014.0,2.0,56.0,4887.0,22.6
10317,2014.0,2.0,56.0,5333.0,19.6
10318,2014.0,2.0,56.0,2941.9886792452826,4.9
10319,2014.0,2.0,56.0,7316.0,5.3
10320,2014.0,2.0,56.0,3711.932996207333,18.1
10321,2014.0,2.0,56.0,2593.949431099874,12.2
10322,2014.0,2.0,56.0,1784.0,14.1
10323,2014.0,2.0,56.0,1796.859296482412,8.6
10324,2014.0,2.0,56.0,4026.0,17.8
10325,2014.0,2.0,56.0,1067.0,11.7
10326,2014.0,2.0,56.0,4617.0,20.0
10327,2014.0,2.0,56.0,4617.0,20.0
10328,2014.0,2.0,56.0,2306.0,3.5
10329,2014.0,2.0,56.0,-201.0,0.0
10330,2014.0,2.0,56.0,3574.0,11.7
10331,2014.0,2.0,56.0,585.5382653061225,2.5
10332,2014.0,2.0,56.0,6506.0,11.6
10333,2014.0,2.0,56.0,4342.0,16.4
10334,2014.0,2.0,56.0,328.0,16.1
10335,2014.0,2.0,56.0,4887.0,22.6
10336,2014.0,2.0,56.0,783.0,12.1
10337,2014.0,2.0,56.0,2210.0,12.0
10338,2014.0,2.0,56.0,7087.215094339623,19.3
10339,2014.0,2.0,56.0,6019.754408060453,12.2
10340,2014.0,2.0,56.0,2431.288607594937,20.8
10341,2014.0,2.0,56.0,2035.5338441890165,9.4
10342,2014.0,2.0,56.0,4125.0,19.5
10343,2014.0,2.0,56.0,3656.0,15.5
10344,2014.0,2.0,56.0,-444.7040302267002,0.2
10345,2014.0,2.0,56.0,1166.0,50.2
10346,2014.0,2.0,56.0,7087.215094339623,19.3
10347,2014.0,2.0,56.0,4274.0,9.0
10348,2014.0,2.0,56.0,328.0,16.1
10349,2014.0,2.0,56.0,-235.7669654289373,5.1
10350,2014.0,2.0,56.0,2210.0,12.0
10351,2014.0,2.0,56.0,5972.081933356076,11.7
10352,2014.0,2.0,56.0,5788.0,6.7
10353,2014.0,2.0,56.0,575.0,6.1
10354,2014.0,2.0,56.0,2833.817777757558,8.2
10355,2014.0,2.0,56.0,575.0,6.1
10356,2014.0,2.0,56.0,1213.3196986789922,7.7
10357,2014.0,2.0,56.0,1170.22318207665,4.0
10358,2014.0,2.0,56.0,585.5382653061225,2.5
10359,2014.0,2.0,56.0,1784.0,14.1
10360,2014.0,2.0,56.0,7086.813688212927,45.2
10361,2014.0,2.0,56.0,5403.0,14.8
10362,2014.0,2.0,56.0,5403.0,14.8
10363,2014.0,2.0,56.0,2415.0,1.6
10364,2014.0,2.0,56.0,6684.627700127065,10.1
10365,2014.0,2.0,56.0,462.2051282051283,3.4
10366,2014.0,2.0,56.0,3453.0,25.3
10367,2014.0,2.0,56.0,1438.0,9.5
10368,2014.0,2.0,56.0,534.0,6.7
10369,2014.0,2.0,56.0,1796.859296482412,8.6
10370,2014.0,2.0,56.0,2832.0,7.0
10371,2014.0,2.0,56.0,7892.0,11.1
10372,2014.0,2.0,56.0,2769.0,17.8
10373,2014.0,2.0,56.0,1170.22318207665,4.0
10374,2014.0,2.0,56.0,8503.877862595422,6.6
10375,2014.0,2.0,56.0,6360.0,31.1
10376,2014.0,2.0,56.0,4426.567088607596,12.1
10377,2014.0,2.0,56.0,1067.0,11.7
10378,2014.0,2.0,56.0,865.0,10.3
10379,2014.0,2.0,56.0,4409.0,23.4
10380,2014.0,2.0,56.0,534.0,6.7
10381,2014.0,2.0,56.0,7413.295979364563,17.1
10382,2014.0,2.0,56.0,669.0,27.7
10383,2014.0,2.0,56.0,5534.0,14.8
10384,2014.0,2.0,56.0,3866.0,17.1
10385,2014.0,2.0,56.0,2370.0,0.0
10386,2014.0,2.0,56.0,5067.0,12.3
10387,2014.0,2.0,56.0,8503.877862595422,6.6
10388,2014.0,2.0,56.0,-955.0,0.0
10389,2014.0,2.0,56.0,3866.0,17.1
10390,2014.0,2.0,56.0,4426.567088607596,12.1
10391,2014.0,2.0,56.0,-444.7040302267002,0.2
10392,2014.0,2.0,56.0,3623.0,17.5
10393,2014.0,2.0,56.0,1071.0,12.9
10394,2014.0,2.0,56.0,3453.0,25.3
10395,2014.0,2.0,56.0,7322.964001419199,32.2
10396,2014.0,2.0,56.0,3044.9298217681257,0.0
10397,2014.0,2.0,56.0,865.0,10.3
10398,2014.0,2.0,56.0,1535.0,6.8
10399,2014.0,2.0,56.0,5788.0,6.7
10400,2014.0,2.0,56.0,3528.0,8.4
10401,2014.0,2.0,56.0,4356.386163522013,13.6
10402,2014.0,2.0,56.0,7086.813688212927,45.2
10403,2014.0,2.0,56.0,6085.133669609079,22.3
10404,2014.0,2.0,56.0,3535.0,4.3
10405,2014.0,2.0,56.0,652.0,14.6
10406,2014.0,2.0,56.0,-201.0,0.0
10407,2014.0,2.0,56.0,4274.0,9.0
10408,2014.0,2.0,56.0,4342.0,16.4
10409,2014.0,2.0,56.0,1071.0,10.3
10410,2014.0,2.0,56.0,2319.0,8.7
10411,2014.0,2.0,56.0,3528.0,8.4
10412,2014.0,2.0,56.0,3623.0,17.5
10413,2014.0,2.0,56.0,1093.0,42.7
10414,2014.0,2.0,56.0,2035.5338441890165,9.4
10415,2014.0,2.0,56.0,6085.133669609079,22.3
10416,2014.0,2.0,56.0,3531.7525380710663,28.9
10417,2014.0,2.0,56.0,2345.0,0.0
10418,2014.0,2.0,56.0,4356.386163522013,13.6
10419,2014.0,2.0,56.0,2738.0,9.0
10420,2014.0,2.0,56.0,1705.0,3.2
10421,2014.0,2.0,56.0,7004.097313650116,38.7
10422,2014.0,2.0,56.0,6360.0,31.1
10423,2014.0,2.0,56.0,1093.0,42.7
10424,2014.0,2.0,56.0,371.0,18.0
10425,2014.0,2.0,56.0,4066.0,6.3
10426,2014.0,2.0,56.0,371.0,18.0
10427,2014.0,2.0,56.0,4943.0,14.1
10428,2014.0,2.0,56.0,1438.0,9.5
10429,2014.0,2.0,56.0,3528.1222929936307,15.3
10430,2014.0,2.0,56.0,1166.0,50.2
10431,2014.0,2.0,56.0,6539.704453238717,6.6
10432,2014.0,2.0,56.0,-235.7669654289373,5.1
10433,2014.0,2.0,56.0,6506.0,11.6
10434,2014.0,2.0,56.0,7004.097313650116,38.7
10435,2014.0,2.0,56.0,2430.544191919192,4.2
10436,2014.0,2.0,56.0,1248.2613065326634,4.3
10437,2014.0,2.0,56.0,5067.0,12.3
10438,2014.0,2.0,56.0,2941.9886792452826,4.9
10439,2014.0,2.0,56.0,783.0,12.1
10440,2014.0,2.0,56.0,737.0,1.5
10441,2014.0,2.0,56.0,3164.0,27.6
10442,2014.0,2.0,56.0,1071.0,12.9
10443,2014.0,2.0,56.0,3164.0,27.6
10444,2014.0,2.0,56.0,3044.9298217681257,0.0
10445,2014.0,2.0,56.0,6262.0,27.2
10446,2014.0,2.0,56.0,2738.0,9.0
10447,2014.0,2.0,56.0,6417.0,19.4
10448,2014.0,2.0,56.0,4732.0,56.4
10449,2014.0,2.0,56.0,1248.2613065326634,4.3
10450,2014.0,2.0,56.0,8106.0,46.0
10451,2014.0,2.0,56.0,8106.0,46.0
10452,2014.0,3.0,63.0,4417.0,14.1
10453,2014.0,3.0,63.0,4564.0,3.4
10454,2014.0,3.0,63.0,1801.0,1.0
10455,2014.0,3.0,63.0,1311.0,3.6
10456,2014.0,3.0,63.0,2477.202428984055,10.0
10457,2014.0,3.0,63.0,5293.0,18.2
10458,2014.0,3.0,63.0,5966.120512820515,10.3
10459,2014.0,3.0,63.0,2997.8665819567987,14.0
10460,2014.0,3.0,63.0,2799.837735849057,2.6
10461,2014.0,3.0,63.0,5966.120512820515,10.3
10462,2014.0,3.0,63.0,4417.0,14.1
10463,2014.0,3.0,63.0,1497.0,1.3
10464,2014.0,3.0,63.0,4564.0,3.4
10465,2014.0,3.0,63.0,5595.025159321137,21.6
10466,2014.0,3.0,63.0,5293.0,18.2
10467,2014.0,3.0,63.0,2997.8665819567987,14.0
10468,2014.0,3.0,63.0,1497.0,1.3
10469,2014.0,3.0,63.0,2477.202428984055,10.0
10470,2014.0,3.0,63.0,2799.837735849057,2.6
10471,2014.0,3.0,63.0,1801.0,1.0
10472,2014.0,3.0,63.0,2392.0,7.6
10473,2014.0,3.0,63.0,4727.0,7.8
10474,2014.0,3.0,63.0,1311.0,3.6
10475,2014.0,3.0,63.0,5595.025159321137,21.6
10476,2014.0,3.0,63.0,4727.0,7.8
10477,2014.0,3.0,63.0,2392.0,7.6
10478,2014.0,3.0,63.0,425.1325757575757,4.6
10479,2014.0,3.0,63.0,3494.6250000000005,4.0
10480,2014.0,3.0,63.0,3308.0,12.9
10481,2014.0,3.0,63.0,1226.1018831877727,8.1
10482,2014.0,3.0,63.0,6055.0,29.9
10483,2014.0,3.0,63.0,1695.0,17.7
10484,2014.0,3.0,63.0,4344.0,19.5
10485,2014.0,3.0,63.0,5454.0,14.9
10486,2014.0,3.0,63.0,3307.0,26.0
10487,2014.0,3.0,63.0,1871.0,22.6
10488,2014.0,3.0,63.0,4393.955600642331,30.2
10489,2014.0,3.0,63.0,1150.0,11.2
10490,2014.0,3.0,63.0,1508.2635561160153,19.1
10491,2014.0,3.0,63.0,3569.9440203562344,26.0
10492,2014.0,3.0,63.0,3881.025188916876,0.0
10493,2014.0,3.0,63.0,5654.0,23.8
10494,2014.0,3.0,63.0,5341.400000000001,12.5
10495,2014.0,3.0,63.0,868.0,16.6
10496,2014.0,3.0,63.0,5462.0,26.0
10497,2014.0,3.0,63.0,5462.0,26.0
10498,2014.0,3.0,63.0,3881.025188916876,0.0
10499,2014.0,3.0,63.0,3126.0,20.6
10500,2014.0,3.0,63.0,6101.610647086658,19.4
10501,2014.0,3.0,63.0,4393.955600642331,30.2
10502,2014.0,3.0,63.0,4963.0,12.0
10503,2014.0,3.0,63.0,4963.0,12.0
10504,2014.0,3.0,63.0,5410.0,30.1
10505,2014.0,3.0,63.0,425.1325757575757,4.6
10506,2014.0,3.0,63.0,4169.0,1.2
10507,2014.0,3.0,63.0,3555.1605095541395,18.9
10508,2014.0,3.0,63.0,1709.0,12.6
10509,2014.0,3.0,63.0,2170.851282051282,3.2
10510,2014.0,3.0,63.0,4344.0,19.5
10511,2014.0,3.0,63.0,4885.0,8.1
10512,2014.0,3.0,63.0,7800.0,15.5
10513,2014.0,3.0,63.0,1695.0,17.7
10514,2014.0,3.0,63.0,2117.1392405063293,22.4
10515,2014.0,3.0,63.0,3748.0,5.2
10516,2014.0,3.0,63.0,3748.0,5.2
10517,2014.0,3.0,63.0,3307.0,26.0
10518,2014.0,3.0,63.0,5341.400000000001,12.5
10519,2014.0,3.0,63.0,2319.0,4.3
10520,2014.0,3.0,63.0,4577.0,18.4
10521,2014.0,3.0,63.0,4577.0,18.4
10522,2014.0,3.0,63.0,4254.0,1.6
10523,2014.0,3.0,63.0,7495.422370108899,11.3
10524,2014.0,3.0,63.0,4012.119573128576,8.5
10525,2014.0,3.0,63.0,4212.62831858407,12.8
10526,2014.0,3.0,63.0,4226.0,15.9
10527,2014.0,3.0,63.0,4467.0,13.9
10528,2014.0,3.0,63.0,4073.947540088705,13.1
10529,2014.0,3.0,63.0,2626.600770218228,5.5
10530,2014.0,3.0,63.0,404.0,0.0
10531,2014.0,3.0,63.0,2494.0,1.7
10532,2014.0,3.0,63.0,1524.0,16.4
10533,2014.0,3.0,63.0,4884.814627994955,8.8
10534,2014.0,3.0,63.0,3021.0,5.9
10535,2014.0,3.0,63.0,4614.0,6.3
10536,2014.0,3.0,63.0,4885.0,8.1
10537,2014.0,3.0,63.0,3021.0,5.9
10538,2014.0,3.0,63.0,4614.0,6.3
10539,2014.0,3.0,63.0,4878.0,10.8
10540,2014.0,3.0,63.0,4358.0,37.4
10541,2014.0,3.0,63.0,1508.2635561160153,19.1
10542,2014.0,3.0,63.0,2527.0,8.0
10543,2014.0,3.0,63.0,1709.0,12.6
10544,2014.0,3.0,63.0,3832.0,3.2
10545,2014.0,3.0,63.0,3832.0,3.2
10546,2014.0,3.0,63.0,4279.755076142133,32.5
10547,2014.0,3.0,63.0,3929.0,13.5
10548,2014.0,3.0,63.0,5454.0,14.9
10549,2014.0,3.0,63.0,5219.0,17.1
10550,2014.0,3.0,63.0,3914.0,17.5
10551,2014.0,3.0,63.0,2320.0,3.8
10552,2014.0,3.0,63.0,5144.0,14.8
10553,2014.0,3.0,63.0,4564.0,10.4
10554,2014.0,3.0,63.0,4781.299334892229,8.8
10555,2014.0,3.0,63.0,5239.0,11.6
10556,2014.0,3.0,63.0,4444.0,12.4
10557,2014.0,3.0,63.0,3929.0,13.5
10558,2014.0,3.0,63.0,3934.0,20.5
10559,2014.0,3.0,63.0,5239.0,11.6
10560,2014.0,3.0,63.0,7495.422370108899,11.3
10561,2014.0,3.0,63.0,3741.737789203085,5.5
10562,2014.0,3.0,63.0,1897.7407878017789,11.3
10563,2014.0,3.0,63.0,5144.0,14.8
10564,2014.0,3.0,63.0,5219.0,17.1
10565,2014.0,3.0,63.0,3786.0,0.6
10566,2014.0,3.0,63.0,868.0,16.6
10567,2014.0,3.0,63.0,3303.0,61.1
10568,2014.0,3.0,63.0,4358.0,37.4
10569,2014.0,3.0,63.0,2626.600770218228,5.5
10570,2014.0,3.0,63.0,4507.0,1.3
10571,2014.0,3.0,63.0,7418.0,6.2
10572,2014.0,3.0,63.0,4878.0,10.8
10573,2014.0,3.0,63.0,4884.814627994955,8.8
10574,2014.0,3.0,63.0,3488.0,19.7
10575,2014.0,3.0,63.0,1880.0,7.4
10576,2014.0,3.0,63.0,2976.869785082175,19.5
10577,2014.0,3.0,63.0,4364.0,8.2
10578,2014.0,3.0,63.0,6716.0,12.7
10579,2014.0,3.0,63.0,2494.0,1.7
10580,2014.0,3.0,63.0,3611.728395847928,35.3
10581,2014.0,3.0,63.0,6716.0,12.7
10582,2014.0,3.0,63.0,1210.0,24.7
10583,2014.0,3.0,63.0,1871.0,22.6
10584,2014.0,3.0,63.0,6844.007547169812,5.6
10585,2014.0,3.0,63.0,7418.0,6.2
10586,2014.0,3.0,63.0,2976.869785082175,19.5
10587,2014.0,3.0,63.0,4212.62831858407,12.8
10588,2014.0,3.0,63.0,5532.0,15.5
10589,2014.0,3.0,63.0,2310.005025125628,9.1
10590,2014.0,3.0,63.0,3934.0,20.5
10591,2014.0,3.0,63.0,2973.0,12.9
10592,2014.0,3.0,63.0,6120.0,22.9
10593,2014.0,3.0,63.0,6120.0,22.9
10594,2014.0,3.0,63.0,2320.0,3.8
10595,2014.0,3.0,63.0,1481.0,0.0
10596,2014.0,3.0,63.0,4467.0,13.9
10597,2014.0,3.0,63.0,1426.8979591836735,0.6
10598,2014.0,3.0,63.0,4059.0,12.4
10599,2014.0,3.0,63.0,2851.0,18.3
10600,2014.0,3.0,63.0,4035.0,18.5
10601,2014.0,3.0,63.0,1210.0,24.7
10602,2014.0,3.0,63.0,3614.0,13.7
10603,2014.0,3.0,63.0,4791.0,13.0
10604,2014.0,3.0,63.0,5465.573584905662,20.1
10605,2014.0,3.0,63.0,3308.0,12.9
10606,2014.0,3.0,63.0,2117.1392405063293,22.4
10607,2014.0,3.0,63.0,1107.8339719029375,10.4
10608,2014.0,3.0,63.0,5654.0,23.8
10609,2014.0,3.0,63.0,3914.0,17.5
10610,2014.0,3.0,63.0,2618.525188916876,0.0
10611,2014.0,3.0,63.0,2923.0,52.8
10612,2014.0,3.0,63.0,5465.573584905662,20.1
10613,2014.0,3.0,63.0,5670.0,10.1
10614,2014.0,3.0,63.0,4035.0,18.5
10615,2014.0,3.0,63.0,2153.764404609475,4.3
10616,2014.0,3.0,63.0,4791.0,13.0
10617,2014.0,3.0,63.0,4073.947540088705,13.1
10618,2014.0,3.0,63.0,1839.0,7.4
10619,2014.0,3.0,63.0,93.0,6.3
10620,2014.0,3.0,63.0,4781.299334892229,8.8
10621,2014.0,3.0,63.0,93.0,6.3
10622,2014.0,3.0,63.0,4012.119573128576,8.5
10623,2014.0,3.0,63.0,4012.2949846468778,4.4
10624,2014.0,3.0,63.0,1426.8979591836735,0.6
10625,2014.0,3.0,63.0,5532.0,15.5
10626,2014.0,3.0,63.0,1712.1419518377695,49.1
10627,2014.0,3.0,63.0,785.0,16.3
10628,2014.0,3.0,63.0,785.0,16.3
10629,2014.0,3.0,63.0,4254.0,1.6
10630,2014.0,3.0,63.0,1897.7407878017789,11.3
10631,2014.0,3.0,63.0,2170.851282051282,3.2
10632,2014.0,3.0,63.0,4041.0,28.3
10633,2014.0,3.0,63.0,5102.0,10.8
10634,2014.0,3.0,63.0,2292.0,6.9
10635,2014.0,3.0,63.0,2310.005025125628,9.1
10636,2014.0,3.0,63.0,4364.0,8.2
10637,2014.0,3.0,63.0,4444.0,12.4
10638,2014.0,3.0,63.0,3488.0,19.7
10639,2014.0,3.0,63.0,4012.2949846468778,4.4
10640,2014.0,3.0,63.0,6791.0,6.8
10641,2014.0,3.0,63.0,3696.0,32.4
10642,2014.0,3.0,63.0,4275.184810126582,13.6
10643,2014.0,3.0,63.0,2973.0,12.9
10644,2014.0,3.0,63.0,527.0,11.2
10645,2014.0,3.0,63.0,3569.9440203562344,26.0
10646,2014.0,3.0,63.0,2292.0,6.9
10647,2014.0,3.0,63.0,6101.610647086658,19.4
10648,2014.0,3.0,63.0,5410.0,30.1
10649,2014.0,3.0,63.0,1524.0,16.4
10650,2014.0,3.0,63.0,5396.0,20.4
10651,2014.0,3.0,63.0,404.0,0.0
10652,2014.0,3.0,63.0,7261.0,14.2
10653,2014.0,3.0,63.0,6791.0,6.8
10654,2014.0,3.0,63.0,3786.0,0.6
10655,2014.0,3.0,63.0,5396.0,20.4
10656,2014.0,3.0,63.0,4275.184810126582,13.6
10657,2014.0,3.0,63.0,2618.525188916876,0.0
10658,2014.0,3.0,63.0,5433.0,20.2
10659,2014.0,3.0,63.0,4939.0,14.8
10660,2014.0,3.0,63.0,4041.0,28.3
10661,2014.0,3.0,63.0,3611.728395847928,35.3
10662,2014.0,3.0,63.0,4612.206681648214,1.0
10663,2014.0,3.0,63.0,527.0,11.2
10664,2014.0,3.0,63.0,2527.0,8.0
10665,2014.0,3.0,63.0,1839.0,7.4
10666,2014.0,3.0,63.0,3550.0,8.9
10667,2014.0,3.0,63.0,1847.709433962264,13.4
10668,2014.0,3.0,63.0,1712.1419518377695,49.1
10669,2014.0,3.0,63.0,3196.7831021437587,26.3
10670,2014.0,3.0,63.0,3741.737789203085,5.5
10671,2014.0,3.0,63.0,7800.0,15.5
10672,2014.0,3.0,63.0,1481.0,0.0
10673,2014.0,3.0,63.0,5670.0,10.1
10674,2014.0,3.0,63.0,2851.0,18.3
10675,2014.0,3.0,63.0,1150.0,11.2
10676,2014.0,3.0,63.0,4564.0,10.4
10677,2014.0,3.0,63.0,3550.0,8.9
10678,2014.0,3.0,63.0,5433.0,20.2
10679,2014.0,3.0,63.0,4011.0,46.1
10680,2014.0,3.0,63.0,1107.8339719029375,10.4
10681,2014.0,3.0,63.0,3196.7831021437587,26.3
10682,2014.0,3.0,63.0,4279.755076142133,32.5
10683,2014.0,3.0,63.0,4507.0,1.3
10684,2014.0,3.0,63.0,1847.709433962264,13.4
10685,2014.0,3.0,63.0,671.0,9.9
10686,2014.0,3.0,63.0,2319.0,4.3
10687,2014.0,3.0,63.0,3229.668339285307,41.7
10688,2014.0,3.0,63.0,3696.0,32.4
10689,2014.0,3.0,63.0,4011.0,46.1
10690,2014.0,3.0,63.0,2538.0,18.1
10691,2014.0,3.0,63.0,1880.0,7.4
10692,2014.0,3.0,63.0,2538.0,18.1
10693,2014.0,3.0,63.0,4226.0,15.9
10694,2014.0,3.0,63.0,5102.0,10.8
10695,2014.0,3.0,63.0,3555.1605095541395,18.9
10696,2014.0,3.0,63.0,2923.0,52.8
10697,2014.0,3.0,63.0,1226.1018831877727,8.1
10698,2014.0,3.0,63.0,2153.764404609475,4.3
10699,2014.0,3.0,63.0,4059.0,12.4
10700,2014.0,3.0,63.0,3229.668339285307,41.7
10701,2014.0,3.0,63.0,3494.6250000000005,4.0
10702,2014.0,3.0,63.0,-410.90452261306535,3.3
10703,2014.0,3.0,63.0,7261.0,14.2
10704,2014.0,3.0,63.0,6844.007547169812,5.6
10705,2014.0,3.0,63.0,3614.0,13.7
10706,2014.0,3.0,63.0,4169.0,1.2
10707,2014.0,3.0,63.0,4389.0,31.9
10708,2014.0,3.0,63.0,4939.0,14.8
10709,2014.0,3.0,63.0,4389.0,31.9
10710,2014.0,3.0,63.0,4612.206681648214,1.0
10711,2014.0,3.0,63.0,6055.0,29.9
10712,2014.0,3.0,63.0,671.0,9.9
10713,2014.0,3.0,63.0,3126.0,20.6
10714,2014.0,3.0,63.0,3303.0,61.1
10715,2014.0,3.0,63.0,-410.90452261306535,3.3
10716,2014.0,3.0,63.0,3763.0,49.2
10717,2014.0,3.0,63.0,3763.0,49.2
10718,2014.0,3.0,70.0,4829.0,16.5
10719,2014.0,3.0,70.0,6341.0,40.7
10720,2014.0,3.0,70.0,2530.0,3.1
10721,2014.0,3.0,70.0,901.0,0.2
10722,2014.0,3.0,70.0,1150.0,3.3
10723,2014.0,3.0,70.0,5393.531510837178,11.0
10724,2014.0,3.0,70.0,6302.0,21.1
10725,2014.0,3.0,70.0,6405.133333333334,11.7
10726,2014.0,3.0,70.0,2965.3379923761127,14.6
10727,2014.0,3.0,70.0,945.9433962264152,1.2
10728,2014.0,3.0,70.0,6405.133333333334,11.7
10729,2014.0,3.0,70.0,4829.0,16.5
10730,2014.0,3.0,70.0,34.0,0.2
10731,2014.0,3.0,70.0,2530.0,3.1
10732,2014.0,3.0,70.0,6722.211673088032,23.2
10733,2014.0,3.0,70.0,6302.0,21.1
10734,2014.0,3.0,70.0,6341.0,40.7
10735,2014.0,3.0,70.0,2965.3379923761127,14.6
10736,2014.0,3.0,70.0,34.0,0.2
10737,2014.0,3.0,70.0,5393.531510837178,11.0
10738,2014.0,3.0,70.0,945.9433962264152,1.2
10739,2014.0,3.0,70.0,901.0,0.2
10740,2014.0,3.0,70.0,6656.0,7.2
10741,2014.0,3.0,70.0,-323.0,7.3
10742,2014.0,3.0,70.0,1150.0,3.3
10743,2014.0,3.0,70.0,6722.211673088032,23.2
10744,2014.0,3.0,70.0,-323.0,7.3
10745,2014.0,3.0,70.0,6656.0,7.2
10746,2014.0,3.0,70.0,4841.968434343435,2.1
10747,2014.0,3.0,70.0,124.64898989898992,4.8
10748,2014.0,3.0,70.0,6528.682619647356,14.1
10749,2014.0,3.0,70.0,6069.604385007273,9.0
10750,2014.0,3.0,70.0,2404.0,28.7
10751,2014.0,3.0,70.0,5608.0,15.1
10752,2014.0,3.0,70.0,6039.0,20.7
10753,2014.0,3.0,70.0,1791.0,15.8
10754,2014.0,3.0,70.0,3471.0,26.9
10755,2014.0,3.0,70.0,1348.0,25.9
10756,2014.0,3.0,70.0,5061.014447987697,31.4
10757,2014.0,3.0,70.0,4371.0,11.5
10758,2014.0,3.0,70.0,5456.263556116015,20.5
10759,2014.0,3.0,70.0,3597.081424936387,26.7
10760,2014.0,3.0,70.0,-4119.0,0.0
10761,2014.0,3.0,70.0,2373.0,25.4
10762,2014.0,3.0,70.0,5563.8,12.9
10763,2014.0,3.0,70.0,3316.0,16.6
10764,2014.0,3.0,70.0,5231.0,27.3
10765,2014.0,3.0,70.0,5231.0,27.3
10766,2014.0,3.0,70.0,-4119.0,0.0
10767,2014.0,3.0,70.0,7065.0,24.2
10768,2014.0,3.0,70.0,4261.664705935876,20.1
10769,2014.0,3.0,70.0,5061.014447987697,31.4
10770,2014.0,3.0,70.0,7670.0,12.3
10771,2014.0,3.0,70.0,7670.0,12.3
10772,2014.0,3.0,70.0,5992.0,30.3
10773,2014.0,3.0,70.0,4841.968434343435,2.1
10774,2014.0,3.0,70.0,1163.0,0.0
10775,2014.0,3.0,70.0,6649.242038216561,20.1
10776,2014.0,3.0,70.0,6169.0,10.5
10777,2014.0,3.0,70.0,3047.8897435897443,0.2
10778,2014.0,3.0,70.0,6039.0,20.7
10779,2014.0,3.0,70.0,1237.0,8.5
10780,2014.0,3.0,70.0,5436.0,16.2
10781,2014.0,3.0,70.0,5608.0,15.1
10782,2014.0,3.0,70.0,6151.313924050634,25.0
10783,2014.0,3.0,70.0,2045.0,5.0
10784,2014.0,3.0,70.0,2045.0,5.0
10785,2014.0,3.0,70.0,3471.0,26.9
10786,2014.0,3.0,70.0,5563.8,12.9
10787,2014.0,3.0,70.0,1356.0,3.9
10788,2014.0,3.0,70.0,4643.0,19.3
10789,2014.0,3.0,70.0,4643.0,19.3
10790,2014.0,3.0,70.0,-2704.0,0.2
10791,2014.0,3.0,70.0,7077.042144670168,10.3
10792,2014.0,3.0,70.0,1513.1964955056594,8.9
10793,2014.0,3.0,70.0,3580.9064475347664,13.5
10794,2014.0,3.0,70.0,3924.0,16.9
10795,2014.0,3.0,70.0,5218.0,14.4
10796,2014.0,3.0,70.0,5128.047897190944,14.7
10797,2014.0,3.0,70.0,6073.254172015404,5.8
10798,2014.0,3.0,70.0,-2464.0,0.0
10799,2014.0,3.0,70.0,-3030.0,0.2
